epoch,accuracy,loss,val_accuracy,val_loss
0,0.07724999636411667,3.5876102447509766,0.0625,3.7239956855773926
1,0.20350000262260437,2.8438007831573486,0.16750000417232513,3.2152297496795654
2,0.33037498593330383,2.3014369010925293,0.2750000059604645,2.664822578430176
3,0.453125,1.8255631923675537,0.3174999952316284,2.388936996459961
4,0.534250020980835,1.501046061515808,0.3400000035762787,2.3916428089141846
5,0.621749997138977,1.2094569206237793,0.41499999165534973,2.078179359436035
6,0.6863750219345093,0.9982486367225647,0.4399999976158142,2.136129856109619
7,0.7453749775886536,0.8100409507751465,0.4325000047683716,2.16275691986084
8,0.8003749847412109,0.6381798982620239,0.4749999940395355,2.060551643371582
9,0.8289999961853027,0.5368381142616272,0.5149999856948853,1.9486569166183472
10,0.8529999852180481,0.4601086378097534,0.4950000047683716,1.9007363319396973
11,0.8826249837875366,0.38184264302253723,0.5375000238418579,2.014133930206299
12,0.887499988079071,0.3469018042087555,0.5799999833106995,1.8645907640457153
13,0.9082499742507935,0.27852246165275574,0.550000011920929,2.008760690689087
14,0.9282500147819519,0.2367088794708252,0.5550000071525574,1.9423348903656006
15,0.9298750162124634,0.2212083637714386,0.5774999856948853,1.9428889751434326
16,0.9326249957084656,0.21167506277561188,0.5575000047683716,2.0138978958129883
17,0.9412500262260437,0.191242054104805,0.5799999833106995,2.0637571811676025
18,0.9430000185966492,0.18329523503780365,0.6025000214576721,1.9909707307815552
19,0.9493749737739563,0.16206014156341553,0.5824999809265137,2.108185052871704
20,0.956375002861023,0.14245474338531494,0.6075000166893005,1.9905589818954468
21,0.9570000171661377,0.1346578150987625,0.6000000238418579,1.9856288433074951
22,0.965749979019165,0.1145634800195694,0.5950000286102295,2.076812744140625
23,0.965499997138977,0.10528408735990524,0.6200000047683716,2.0111100673675537
24,0.9696249961853027,0.09910906106233597,0.625,2.100726842880249
25,0.9725000262260437,0.08964865654706955,0.6000000238418579,2.124990940093994
26,0.9743750095367432,0.08192986249923706,0.6000000238418579,2.3089418411254883
27,0.9726250171661377,0.09100893884897232,0.5950000286102295,2.3975770473480225
28,0.9754999876022339,0.08459300547838211,0.6324999928474426,2.1132686138153076
29,0.9741250276565552,0.07955283671617508,0.6175000071525574,2.2399044036865234
30,0.9768750071525574,0.07071852684020996,0.5874999761581421,2.5496599674224854
31,0.9725000262260437,0.08701501041650772,0.612500011920929,2.3720927238464355
32,0.9763749837875366,0.07232104986906052,0.5899999737739563,2.342437505722046
33,0.9819999933242798,0.0586400181055069,0.6175000071525574,2.233726978302002
34,0.9739999771118164,0.0751275047659874,0.6025000214576721,2.3062241077423096
35,0.9783750176429749,0.0710802748799324,0.5924999713897705,2.3477611541748047
36,0.9819999933242798,0.06125901639461517,0.6349999904632568,2.217555046081543
37,0.987375020980835,0.042548198252916336,0.6274999976158142,2.2335052490234375
38,0.9893749952316284,0.037832122296094894,0.6025000214576721,2.4323043823242188
39,0.9886249899864197,0.04043202847242355,0.6150000095367432,2.3658089637756348
40,0.9901250004768372,0.03448544815182686,0.6025000214576721,2.4962286949157715
41,0.9886249899864197,0.03419579938054085,0.6274999976158142,2.386488437652588
42,0.9912499785423279,0.03326653689146042,0.6150000095367432,2.3831734657287598
43,0.9881250262260437,0.03662760555744171,0.6324999928474426,2.385105848312378
44,0.9882500171661377,0.038304653018713,0.612500011920929,2.5213334560394287
45,0.9886249899864197,0.03937063366174698,0.6200000047683716,2.412945508956909
46,0.987625002861023,0.03820119798183441,0.5899999737739563,2.4818031787872314
47,0.9878749847412109,0.04153333604335785,0.6200000047683716,2.540540933609009
48,0.9881250262260437,0.03755030035972595,0.6000000238418579,2.6589934825897217
49,0.9903749823570251,0.03184805065393448,0.625,2.5776450634002686
50,0.9833750128746033,0.04692280665040016,0.6225000023841858,2.5008370876312256
51,0.9829999804496765,0.05171719193458557,0.6000000238418579,2.4365549087524414
0,0.08837500214576721,3.452385425567627,0.07750000059604645,3.750537395477295
1,0.21774999797344208,2.745286703109741,0.14749999344348907,3.185175895690918
2,0.3453750014305115,2.2007088661193848,0.3075000047683716,2.556169033050537
3,0.4742499887943268,1.7323570251464844,0.375,2.1944868564605713
4,0.5758749842643738,1.3585641384124756,0.3449999988079071,2.1103570461273193
5,0.6512500047683716,1.1017229557037354,0.3824999928474426,2.1376471519470215
6,0.7171249985694885,0.879163920879364,0.5024999976158142,1.7807503938674927
7,0.7680000066757202,0.704470694065094,0.48500001430511475,1.842827320098877
