epoch,accuracy,loss,val_accuracy,val_loss
0,0.045375000685453415,3.7990336418151855,0.10000000149011612,3.4895763397216797
1,0.11737500131130219,3.3042404651641846,0.14499999582767487,3.1101431846618652
2,0.17137500643730164,2.947187900543213,0.13249999284744263,3.561749219894409
3,0.2224999964237213,2.6996634006500244,0.13500000536441803,3.131356716156006
4,0.2698749899864197,2.4976296424865723,0.25,2.717759370803833
5,0.3082500100135803,2.3388736248016357,0.2775000035762787,2.6596131324768066
6,0.34412500262260437,2.205181837081909,0.23999999463558197,2.8025450706481934
7,0.38837501406669617,2.0173213481903076,0.20999999344348907,3.1362040042877197
8,0.4300000071525574,1.8725794553756714,0.26750001311302185,2.826547861099243
9,0.4597499966621399,1.7729007005691528,0.25,2.815157175064087
10,0.48875001072883606,1.6540457010269165,0.16500000655651093,3.690472364425659
11,0.5028749704360962,1.60562264919281,0.22750000655651093,3.4230337142944336
12,0.5254999995231628,1.5373711585998535,0.18000000715255737,3.702662944793701
13,0.5338749885559082,1.4746885299682617,0.17749999463558197,3.974531888961792
14,0.562624990940094,1.3926067352294922,0.15000000596046448,4.757318496704102
15,0.5454999804496765,1.4766647815704346,0.4699999988079071,1.8239777088165283
16,0.5596250295639038,1.4160019159317017,0.42250001430511475,2.0233495235443115
17,0.5891249775886536,1.3156952857971191,0.4074999988079071,2.090956211090088
18,0.6086249947547913,1.2443265914916992,0.4300000071525574,2.037247657775879
19,0.6296250224113464,1.1872893571853638,0.33500000834465027,2.6482369899749756
20,0.6422500014305115,1.126800537109375,0.3199999928474426,3.22023344039917
21,0.6526250243186951,1.1096030473709106,0.3700000047683716,2.638047695159912
22,0.6608750224113464,1.0823944807052612,0.45750001072883606,2.069408416748047
23,0.6769999861717224,1.0268930196762085,0.41499999165534973,2.198798656463623
24,0.6786249876022339,1.0147851705551147,0.35249999165534973,2.612884521484375
25,0.6959999799728394,0.9740912318229675,0.32749998569488525,3.0219342708587646
26,0.699999988079071,0.9424374103546143,0.36250001192092896,2.7173659801483154
27,0.7071250081062317,0.9390516877174377,0.4449999928474426,2.2918713092803955
28,0.7124999761581421,0.9074581861495972,0.4625000059604645,2.0783321857452393
29,0.715749979019165,0.9057964086532593,0.38999998569488525,2.663693428039551
30,0.7248749732971191,0.853519856929779,0.4300000071525574,2.4985241889953613
0,0.04675000160932541,3.7802090644836426,0.07750000059604645,3.515010356903076
1,0.11287499964237213,3.293435573577881,0.12250000238418579,3.2051138877868652
2,0.1704999953508377,2.88923716545105,0.125,3.6762630939483643
3,0.21312500536441803,2.703920602798462,0.14749999344348907,3.6293201446533203
4,0.2538749873638153,2.527122974395752,0.16249999403953552,3.2262964248657227
5,0.2941249907016754,2.3773515224456787,0.20000000298023224,2.968040704727173
6,0.34187498688697815,2.225203275680542,0.23999999463558197,2.9761264324188232
7,0.336124986410141,2.238807201385498,0.3199999928474426,2.5345969200134277
8,0.39012500643730164,2.01057505607605,0.33250001072883606,2.378384590148926
9,0.44612500071525574,1.8224087953567505,0.32749998569488525,2.5554566383361816
10,0.4598749876022339,1.730258822441101,0.3449999988079071,2.4349241256713867
11,0.4951249957084656,1.6287897825241089,0.2849999964237213,3.0257952213287354
12,0.5117499828338623,1.5759693384170532,0.4000000059604645,2.290637254714966
13,0.5394999980926514,1.4853562116622925,0.30000001192092896,3.1967453956604004
14,0.5422499775886536,1.4650397300720215,0.28999999165534973,2.97682523727417
